filename,ahi tuna,almond,amaranth,anchovy,ant,apple,apple_cider,apricot,artichoke,artificial sweetener,arugula,asparagus,avocado,banana,barley,basil,bay leaf,bean,beef,beet,betel nut,bison,blackberry,blueberry,bonito,bony fish,broccoli,brussel sprout,bulgur wheat,butter,butterfish,cabbage,canola,cardamom,carrot,cashew,cauliflower,celery,chard,cheddar cheese,cherry,chia,chicken,cicerchia,cilantro,clementine,coconut,cod,coffee,corn,corn husk,cream,cricket,cucumber,dill,dragonfruit,duck,egg_chicken,egg_quail,eggplant,farro,fava bean,fig,fish_undetermined,flax seed,flower,garlic,ginger,goat cheese,grain_fermented,grape,grape_fermented,grapefruit,grasshopper,ground cherry,guava,hazelnut,hearts of palm,hemp seed,herring,honey,infusion,kale,kelp,kumquat,lamb,langostino,lemon,lentil,lettuce,lime,lizard,macadamia,mackerel,mandarin,mango,maple syrup,marigold,meat_undetermined,melon,milk,milk_cow,milk_goat,mint,mouse,mushroom,nasturtium,oat,onion,orange,oregano,parsley,passionfruit,pea,peach,peanut,pear,pepper,pig,pine nut,pineapple,pistachio,plantain,pomelo,poppy seed,potato,pumpkin,quinoa,rabbit,radish,raspberry,rat,rhubarb,rice,rock fish,rosemary,salmon,salt,sardine,seaweed,sesame,shrimp,silkworm,silversides,smelt,snail,soda,spinach,squash,squid,strawberry,sunflower,sweet potato,tea,thyme,tomato,trout,truffle black,turkey,veal,walnut,wheat,worm,yeast,yogurt_cow
4050195653.mzXML,0,41,0,31,0,108,845,37,55,0,0,0,41,50,0,34,0,423,1966,0,0,27,0,55,0,0,0,0,0,53,135,27,0,0,139,39,0,35,27,27,0,51,159,0,26,0,26,0,617,156,41,94,35,74,0,26,54,180,37,32,0,0,30,108,0,0,39,0,0,133,64,107,0,54,0,0,0,0,28,163,42,0,0,0,0,100,46,53,82,69,0,86,0,479,50,29,0,0,58,37,143,192,58,0,247,71,0,115,109,87,32,0,38,0,28,54,46,219,239,38,0,0,0,0,0,0,0,76,34,0,41,0,0,232,0,36,39,0,55,33,31,84,0,81,143,0,50,0,0,119,59,0,0,321,0,1015,615,0,36,104,39,239,94,0,874
4050195824.mzXML,0,0,0,0,0,128,978,0,48,0,0,0,0,53,0,0,0,396,1638,0,0,0,0,60,0,0,0,0,0,0,107,0,0,0,141,0,0,0,0,0,0,0,145,0,0,0,0,0,456,132,48,67,0,70,0,0,52,165,0,0,0,0,0,92,0,0,0,0,0,173,85,132,0,0,0,0,0,0,0,148,64,0,0,0,0,85,0,50,84,82,0,78,0,410,0,0,0,0,54,0,114,147,49,0,230,65,0,102,102,78,0,0,0,0,0,0,48,216,223,0,0,0,0,0,0,0,0,68,0,0,0,0,0,199,0,0,0,0,0,0,0,65,0,64,120,0,69,0,0,102,54,0,0,464,0,887,519,0,0,96,0,203,80,0,860
4050195836.mzXML,0,59,0,0,0,159,1169,47,72,0,0,0,52,79,0,47,0,587,2623,0,0,0,0,83,0,0,0,0,0,63,166,0,0,0,175,53,0,47,0,0,0,75,238,0,0,0,0,0,1062,213,0,113,0,99,0,0,75,228,0,0,0,0,0,123,0,0,51,0,0,202,90,182,0,64,0,0,0,0,0,181,57,0,0,0,0,134,53,72,117,101,0,95,0,499,69,0,0,0,83,0,182,229,71,0,314,86,0,173,142,120,0,0,54,0,0,72,69,273,343,48,0,0,0,0,0,0,0,95,0,0,56,0,0,352,0,0,0,0,55,0,0,88,0,83,161,0,79,0,0,151,71,0,0,571,0,1487,644,0,51,122,48,327,128,0,1082
4050195848.mzXML,0,49,0,39,0,116,812,34,59,0,0,0,75,62,0,39,0,570,2383,0,0,33,0,62,0,0,0,0,0,51,172,35,0,0,145,49,0,38,36,0,0,68,203,0,35,0,0,0,658,179,51,96,38,79,0,0,62,208,43,36,0,31,32,110,0,0,46,0,0,149,65,119,0,60,0,0,0,0,34,189,50,0,31,0,0,122,53,62,115,87,0,94,0,559,53,31,0,0,68,38,136,188,59,0,291,76,0,154,110,97,32,31,31,0,0,74,60,241,296,53,0,0,0,0,0,0,0,93,36,0,42,0,0,302,0,35,46,0,63,0,33,99,0,97,187,0,55,0,0,163,63,0,0,432,0,1064,724,0,41,113,51,278,113,0,774
4050195860.mzXML,0,0,0,0,0,145,1231,0,0,0,0,0,0,0,0,0,0,444,1818,0,0,0,0,67,0,0,0,0,0,0,121,0,0,0,130,0,0,0,0,0,0,0,182,0,0,0,0,0,552,153,0,90,0,74,0,0,59,165,0,0,0,0,0,115,0,0,0,0,0,178,87,173,0,0,0,0,0,0,0,163,66,0,0,0,0,98,0,0,82,94,0,85,0,447,0,0,0,0,61,0,125,181,61,0,230,69,0,123,104,89,0,0,0,0,0,62,0,277,263,0,0,0,0,0,0,0,0,73,0,0,0,0,0,237,0,0,0,0,0,0,0,83,0,76,136,0,83,0,0,114,0,0,0,528,0,735,575,0,0,99,0,241,96,0,994
4050195680.mzXML,0,0,0,0,0,109,873,0,0,0,0,0,0,0,0,0,0,239,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,67,0,0,0,0,0,532,71,0,53,0,49,0,0,0,67,0,0,0,0,0,47,0,0,0,0,0,116,57,140,0,0,0,0,0,0,0,48,50,0,0,0,0,52,0,0,0,69,0,0,0,155,0,0,0,0,0,0,93,130,0,0,76,0,0,50,79,49,0,0,0,0,0,0,0,124,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,373,0,452,160,0,0,54,0,117,0,0,605
4050195704.mzXML,0,0,0,0,0,148,1285,0,0,0,0,0,0,0,0,0,0,365,1477,0,0,0,0,64,0,0,0,0,0,0,94,0,0,0,131,0,0,0,0,0,0,0,125,0,0,0,0,0,588,123,0,70,0,68,0,0,0,131,0,0,0,0,0,72,0,0,0,0,0,208,84,186,0,0,0,0,0,0,0,117,70,0,0,0,0,80,0,0,0,86,0,65,0,326,0,0,0,0,0,0,104,168,0,0,185,66,0,86,115,76,0,0,0,0,0,0,0,221,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,63,96,0,83,0,0,102,0,0,0,535,0,780,390,0,0,92,0,198,74,0,864
4050203430.mzXML,21,72,21,41,34,111,737,55,85,22,30,33,61,67,28,43,0,644,2714,31,24,37,20,71,27,37,22,0,0,62,169,32,0,22,171,63,34,37,34,23,29,83,279,24,40,28,34,20,702,220,35,110,45,92,27,28,89,257,49,45,0,37,39,140,26,20,43,42,29,159,99,130,23,78,23,24,24,23,39,221,49,22,31,21,27,157,71,72,128,84,27,127,20,607,61,46,0,0,96,46,135,200,61,0,392,79,21,184,118,126,28,31,55,41,30,87,51,267,373,66,20,0,33,0,34,25,24,132,40,24,53,24,0,349,24,35,51,20,72,34,53,127,27,106,205,34,58,30,32,166,69,36,26,363,27,1321,831,31,55,124,64,313,138,34,774
4050202782.mzXML,0,52,0,0,0,135,1228,0,53,0,0,0,53,58,0,0,0,506,2144,0,0,0,0,60,0,0,0,0,0,55,130,0,0,0,154,0,0,0,0,0,0,51,184,0,0,0,0,0,795,168,49,91,0,84,0,0,64,187,0,0,0,0,0,117,0,0,0,0,0,192,83,171,0,50,0,0,0,0,0,166,54,0,0,0,0,113,53,53,91,92,0,84,0,503,49,0,0,0,68,47,137,194,65,0,272,82,0,115,123,87,0,0,0,0,0,64,59,264,261,0,0,0,0,0,0,0,0,87,0,0,53,0,0,245,0,0,44,0,49,0,0,90,0,86,145,0,74,0,0,122,73,0,0,448,0,1062,644,0,44,114,0,254,97,0,995
4050202794.mzXML,0,0,0,0,0,125,919,0,0,0,0,0,0,0,0,0,0,484,2072,0,0,0,0,64,0,0,0,0,0,54,121,0,0,0,150,0,0,0,0,0,0,53,186,0,0,0,0,0,625,148,0,85,0,83,0,0,61,178,0,0,0,0,0,106,0,0,0,0,0,172,78,129,0,0,0,0,0,0,0,156,0,0,0,0,0,118,0,66,84,87,0,84,0,450,58,0,0,0,68,0,137,186,58,0,273,80,0,109,119,103,0,0,0,0,0,53,59,241,257,0,0,0,0,0,0,0,0,76,0,0,0,0,0,213,0,0,0,0,0,0,0,82,0,77,138,0,79,0,0,123,65,0,0,535,0,996,571,0,0,120,0,246,93,0,854
4050203383.mzXML,0,0,0,0,0,128,1186,0,46,0,0,0,55,53,0,0,0,463,1781,0,0,0,0,45,0,0,0,0,0,55,115,0,0,0,136,0,0,0,0,0,0,48,178,0,0,0,0,0,518,142,0,102,0,74,0,0,55,166,0,0,0,0,0,102,0,0,0,0,0,157,83,144,0,52,0,0,0,0,0,139,64,0,0,0,0,100,0,47,83,82,0,71,0,381,0,0,0,0,62,0,130,186,67,0,249,69,0,123,110,80,0,0,0,0,0,56,55,211,259,0,0,0,0,0,0,0,0,68,0,0,0,0,0,246,0,0,0,0,46,0,0,74,0,73,116,0,84,0,0,111,50,0,0,435,0,825,531,0,0,104,0,233,89,0,825
4050203395.mzXML,0,41,0,0,0,122,874,0,50,0,0,0,0,49,0,0,0,469,1993,0,0,0,0,60,0,0,0,0,0,49,155,0,0,0,140,0,0,0,0,0,0,46,167,0,0,0,0,0,757,148,0,100,0,79,0,0,59,194,0,0,0,0,0,111,0,0,0,0,0,136,72,130,0,46,0,0,0,0,0,174,53,0,0,0,0,105,57,50,86,82,0,77,0,463,44,0,0,0,73,0,135,187,57,0,247,70,0,121,113,84,0,0,0,0,0,53,55,233,236,0,0,0,0,0,0,0,0,73,0,0,0,0,0,253,0,0,45,0,49,0,0,92,0,82,155,0,60,0,0,158,63,0,0,479,0,964,565,0,0,101,0,238,111,0,627
4050202791.mzXML,0,63,0,0,0,138,1080,0,65,0,0,0,63,71,0,0,0,580,2602,0,0,0,0,70,0,0,0,0,0,60,181,0,0,0,166,54,0,46,0,0,0,70,259,0,0,0,0,0,861,205,48,118,47,84,0,0,73,263,0,0,0,0,0,137,0,0,52,0,0,167,95,141,0,63,0,0,0,0,0,220,57,0,0,0,0,131,69,70,115,102,0,110,0,601,62,47,0,0,78,0,167,209,65,0,347,85,0,181,130,110,0,0,45,0,0,77,68,287,351,61,0,0,0,0,0,0,0,110,0,0,58,0,0,352,0,0,55,0,67,0,0,115,0,103,204,0,70,0,0,179,77,0,0,484,0,1169,774,0,54,128,53,312,142,0,786
4050202803.mzXML,0,0,0,0,0,120,1004,0,0,0,0,0,43,46,0,0,0,415,1346,0,0,0,0,49,0,0,0,0,0,49,84,0,0,0,133,0,0,0,0,0,0,0,131,0,0,0,0,0,908,122,43,90,0,75,0,0,48,135,0,0,0,0,0,77,0,0,0,0,0,186,75,156,0,52,0,0,0,0,0,112,64,0,0,0,0,85,0,47,81,88,0,61,0,306,0,0,0,0,50,0,120,166,59,0,185,71,0,109,94,74,0,0,0,0,0,54,49,209,207,0,0,0,0,0,0,0,0,74,0,0,0,0,0,194,0,0,0,0,0,0,0,61,0,54,94,0,72,0,0,87,46,0,0,549,0,722,425,0,0,84,0,189,86,0,839
4050201952.mzXML,0,0,0,0,0,129,1176,0,0,0,0,0,0,0,0,0,0,367,1225,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,116,0,0,0,0,0,0,0,125,0,0,0,0,0,579,95,0,98,0,0,0,0,0,126,0,0,0,0,0,75,0,0,0,0,0,215,75,183,0,0,0,0,0,0,0,108,64,0,0,0,0,69,0,0,0,64,0,69,0,310,0,0,0,0,0,0,121,173,0,0,169,61,0,85,97,63,0,0,0,0,0,0,0,208,194,0,0,0,0,0,0,0,0,60,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,61,88,0,84,0,0,79,0,0,0,483,0,721,404,0,0,85,0,154,74,0,998
4050201964.mzXML,0,40,0,0,0,105,961,34,41,0,0,0,54,48,0,0,0,400,1758,0,0,0,0,40,0,0,0,0,0,50,118,0,0,0,110,37,0,0,0,0,0,38,181,0,0,0,0,0,433,130,39,91,33,61,0,0,62,166,32,0,0,0,0,110,0,0,33,0,0,145,66,120,0,61,0,0,0,0,0,168,50,0,0,0,0,105,49,43,73,69,0,86,0,445,37,0,0,0,58,0,103,160,55,0,254,62,0,98,80,66,0,0,34,0,0,54,44,178,270,38,0,0,0,0,0,0,0,71,37,0,36,0,0,202,0,0,36,0,47,0,38,78,0,79,146,0,65,0,0,112,35,0,0,262,0,592,612,0,43,101,36,187,96,0,741
4050201976.mzXML,0,0,0,0,0,107,1094,36,34,0,0,0,34,40,0,0,0,343,1344,0,0,0,0,39,0,0,0,0,0,47,90,0,0,0,103,0,0,30,0,0,0,0,129,0,0,0,0,0,398,104,36,71,0,63,0,0,49,124,0,0,0,0,0,81,0,0,0,0,0,166,69,148,0,34,0,0,0,0,0,122,46,0,0,0,0,77,31,0,54,61,0,58,0,342,31,0,0,0,49,32,86,146,48,0,179,60,0,80,87,58,0,0,30,0,0,40,37,186,195,0,0,0,0,0,0,0,0,46,0,0,0,0,0,150,0,0,0,0,36,0,0,56,0,64,104,0,69,0,0,85,35,0,0,191,0,661,426,0,30,84,0,158,66,0,723
4050201988.mzXML,0,57,0,0,0,137,1098,0,60,0,0,0,58,64,0,48,0,542,2163,0,0,0,0,68,0,0,0,0,0,59,139,0,0,0,161,48,0,0,0,0,0,61,202,0,0,0,0,0,703,182,0,106,0,88,0,0,63,204,0,0,0,0,0,115,0,0,0,0,0,187,96,161,0,51,0,0,0,0,0,195,64,0,0,0,0,114,54,66,106,94,0,93,0,504,58,0,0,0,68,55,154,212,63,0,307,79,0,146,131,106,0,0,0,0,0,70,65,297,290,49,0,0,0,0,0,0,0,96,0,0,57,0,0,286,0,0,0,0,56,0,0,101,0,94,168,0,78,0,0,132,70,0,0,569,0,1107,644,0,0,123,54,293,100,0,1009
4050202000.mzXML,0,0,0,0,0,111,1132,0,0,0,0,0,0,0,0,0,0,272,940,0,0,0,0,49,0,0,0,0,0,0,64,0,0,0,106,0,0,0,0,0,0,0,74,0,0,0,0,0,573,81,0,56,0,53,0,0,0,74,0,0,0,0,0,59,0,0,0,0,0,163,69,147,0,0,0,0,0,0,0,88,53,0,0,0,0,61,0,0,42,76,0,42,0,210,0,0,0,0,0,0,96,132,50,0,115,60,0,59,83,53,0,0,0,0,0,0,42,172,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,42,0,0,0,0,0,0,0,49,72,0,61,0,0,72,42,0,0,341,0,643,264,0,0,59,0,145,49,0,734
4050201820.mzXML,0,0,0,0,0,126,1287,0,0,0,0,0,0,50,0,0,0,336,1784,0,0,0,0,0,0,0,0,0,0,51,114,0,0,0,109,0,0,0,0,0,0,0,160,0,0,0,0,0,506,135,0,95,0,58,0,0,54,154,0,0,0,0,0,110,0,0,0,0,0,144,74,153,0,0,0,0,0,0,0,165,59,0,0,0,0,93,0,0,65,74,0,76,0,428,0,0,0,0,56,0,110,199,65,0,235,67,0,112,86,52,0,0,0,0,0,48,60,205,220,0,0,0,0,0,0,0,0,62,0,0,0,0,0,224,0,0,0,0,54,0,0,63,0,78,137,0,72,0,0,112,0,0,0,306,0,697,562,0,0,102,0,197,81,0,828
4050195677.mzXML,0,0,0,0,0,124,1219,0,0,0,0,0,44,40,0,0,0,368,1686,0,0,0,0,49,0,0,0,0,0,48,96,0,0,0,118,0,0,0,0,0,0,41,168,0,0,0,0,0,420,122,0,106,0,67,0,0,53,159,0,0,0,0,0,84,0,0,0,0,0,153,70,146,0,45,0,0,0,0,0,137,52,0,0,0,0,92,46,0,67,82,0,80,0,365,0,0,0,0,53,0,122,164,56,0,229,71,0,94,90,65,0,0,0,0,0,54,46,209,258,0,0,0,0,0,0,0,0,57,0,0,0,0,0,179,0,44,0,0,0,0,0,77,0,63,121,0,66,0,0,101,48,0,0,352,0,581,517,0,0,99,0,187,85,0,899
4050196852.mzXML,0,47,0,0,0,124,1077,0,60,0,0,0,0,56,0,0,0,490,2315,0,0,0,0,52,0,0,0,0,0,55,156,0,0,0,138,44,0,0,0,0,0,53,208,0,0,0,0,0,619,166,0,88,0,71,0,0,72,197,0,0,0,0,0,116,0,0,0,0,0,194,79,157,0,48,0,0,0,0,0,188,52,0,0,0,0,121,54,49,90,83,0,100,0,542,46,0,0,0,72,0,137,187,63,0,299,78,0,139,118,76,0,0,0,0,0,64,55,222,280,48,0,0,0,0,0,0,0,78,0,0,0,0,0,254,0,0,45,0,62,0,0,82,0,88,175,0,66,0,0,146,49,0,0,379,0,841,677,0,44,121,0,242,107,0,851
4050196481.mzXML,0,0,0,0,0,112,1212,0,42,0,0,0,51,38,0,0,0,384,961,0,0,0,0,53,0,0,0,0,0,0,54,0,0,0,101,0,0,0,0,0,0,0,98,0,0,0,0,0,403,107,51,53,0,62,0,0,35,87,0,0,0,0,0,51,0,0,47,0,0,194,72,166,0,0,0,0,0,0,0,76,60,0,0,0,0,65,0,35,52,71,0,43,0,190,0,0,0,0,38,0,85,127,41,0,150,78,0,65,105,60,0,0,0,0,0,48,56,185,146,0,0,0,0,0,0,0,0,48,0,0,0,0,0,125,0,35,0,0,0,0,0,35,0,54,53,0,63,0,0,63,0,0,0,305,0,642,286,0,0,60,0,155,52,0,817
4050196493.mzXML,0,0,0,0,0,127,1217,42,48,0,0,0,46,45,0,0,0,417,1619,0,0,0,0,43,0,0,0,0,0,54,94,0,0,0,131,0,0,0,0,0,0,44,157,0,0,0,0,0,546,130,49,106,0,64,0,0,55,155,0,0,0,0,0,96,0,0,0,0,0,172,71,157,0,48,0,0,0,0,0,141,54,0,0,0,0,94,0,0,77,70,0,74,0,388,0,0,0,0,53,0,116,187,63,0,250,73,0,114,97,66,0,0,0,0,0,50,52,232,246,0,0,0,0,0,0,0,0,69,0,0,41,0,0,241,0,0,0,0,41,0,0,69,0,63,118,0,72,0,0,112,47,0,0,310,0,738,533,0,0,109,46,198,98,0,856
4050196505.mzXML,0,62,0,0,0,132,883,48,66,0,0,0,64,75,0,47,0,609,2300,0,0,0,0,82,0,0,0,0,0,57,148,0,0,0,166,51,0,0,0,0,0,71,221,0,0,0,0,0,871,204,49,116,0,89,0,0,67,227,0,0,0,0,0,129,0,0,49,0,0,171,88,146,0,62,0,0,0,0,0,196,48,0,0,0,0,112,56,73,114,98,0,95,0,545,60,47,0,0,63,47,174,227,67,0,306,87,0,165,133,113,0,0,53,0,0,76,65,283,299,51,0,0,0,0,0,0,0,106,0,0,63,0,0,355,0,0,45,0,60,0,0,100,0,93,174,0,70,0,0,152,72,0,0,606,0,1341,666,0,0,103,53,315,130,0,897
4050196829.mzXML,0,48,0,36,0,113,918,43,58,33,0,0,45,57,0,29,0,474,2187,0,0,35,0,47,0,0,0,0,0,57,145,34,0,0,128,39,33,31,0,0,0,59,194,0,0,0,33,0,478,157,46,102,36,73,0,0,58,177,36,32,0,0,34,105,0,0,37,0,0,170,85,133,0,51,0,0,0,0,33,187,52,0,0,0,0,109,52,46,94,67,0,79,0,493,40,38,0,0,68,40,108,183,59,0,266,61,0,126,109,76,0,30,36,0,0,60,57,245,271,48,0,0,0,0,0,0,0,89,37,0,41,0,0,251,0,34,45,0,52,0,31,87,0,90,163,0,74,0,0,149,59,0,0,229,0,977,638,0,45,121,39,248,100,30,699
4050196841.mzXML,0,49,0,0,0,122,1028,0,0,0,0,0,55,60,0,0,0,466,1759,0,0,0,0,60,0,0,0,0,0,51,110,0,0,0,128,0,0,0,0,0,0,47,166,0,0,0,0,0,713,151,0,101,0,68,0,0,53,166,0,0,0,0,0,91,0,0,0,0,0,182,81,158,0,46,0,0,0,0,0,159,51,0,0,0,0,85,0,51,82,85,0,75,0,423,50,0,0,0,49,0,145,195,61,0,230,74,0,122,107,92,0,0,0,0,0,53,51,230,239,0,0,0,0,0,0,0,0,81,0,0,48,0,0,248,0,0,0,0,0,0,0,67,0,72,136,0,73,0,0,113,51,0,0,507,0,962,505,0,0,92,0,256,93,0,929
4050196853.mzXML,0,0,0,0,0,154,1332,0,0,0,0,0,0,0,0,0,0,361,1587,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,132,0,0,0,0,0,0,0,163,0,0,0,0,0,639,124,0,88,0,74,0,0,0,151,0,0,0,0,0,95,0,0,0,0,0,192,82,184,0,0,0,0,0,0,0,137,74,0,0,0,0,92,0,0,66,89,0,68,0,366,0,0,0,0,0,0,104,164,0,0,231,0,0,95,113,86,0,0,0,0,0,0,0,248,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,66,0,0,118,0,85,0,0,96,65,0,0,565,0,930,458,0,0,99,0,187,75,0,927
