filename,Black Tea,Black tea,Green tea,Matcha tea,Oolong tea,Pu'er tea,apple,apple_cider,apricot,banana,beef,beer,blueberry,butter,cabernet sauvignon,carrot,celery,cherry tomato,chicken thigh,coffee,corn,corn husk,cowpea,cream_cow,cucumber,dragonfruit,durum wheat,egg_chicken,eye,fins,grape,honey,marchigiana beef,meat,milk_cow,milk_goat,orange,organ,peanut,pork,pork shoulder,quinoa,red raspberry,self caught fish,shoulder chops,shoulder roast,skin,soda,soybean,spleen,steak,strawberry,tomato,wheat,white onion,yogurt_cow
QC_Mix_P05_02_Middle.mzXML,0,0,0,0,0,0,118,873,0,0,124,47,0,0,0,0,0,219,0,158,56,0,50,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,347
QC_Mix_P05_03_End.mzXML,0,0,0,0,0,0,114,825,0,0,118,45,0,0,0,0,0,218,0,157,54,0,51,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,377
ADNI_Go2_P06_A01.mzXML,0,0,0,0,0,0,88,564,0,0,141,49,0,0,0,37,0,172,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,221
ADNI_Go2_P06_A02.mzXML,43,44,0,0,0,0,111,944,0,31,258,68,42,31,0,64,0,319,0,180,60,0,70,0,45,0,0,59,47,32,33,42,0,50,170,32,28,0,0,0,0,28,0,43,0,37,49,58,0,31,30,34,52,0,40,545
ADNI_Go2_P06_A03.mzXML,0,61,0,0,0,0,110,766,0,0,252,69,0,0,0,57,0,325,0,171,48,0,46,0,0,0,0,51,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,51,0,0,583
ADNI_Go2_P06_A04.mzXML,0,0,0,0,0,0,111,898,0,0,283,62,0,0,0,57,0,210,0,175,47,0,44,0,0,0,0,48,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,42,0,0,0,77,0,0,0,0,0,0,0,482
ADNI_Go2_P06_A05.mzXML,36,34,0,0,0,0,102,743,0,0,250,61,35,31,0,57,0,225,0,177,55,0,67,0,41,0,0,54,46,31,0,32,0,47,174,33,0,0,0,0,0,0,0,41,0,42,46,56,0,0,0,34,40,0,35,491
ADNI_Go2_P06_A06.mzXML,0,0,0,0,0,0,99,788,0,0,236,63,0,0,0,47,0,187,0,167,41,0,59,0,0,0,0,44,41,0,0,0,0,36,177,0,0,0,0,0,0,0,0,0,0,36,39,70,0,0,0,0,36,0,0,476
ADNI_Go2_P06_A07.mzXML,0,47,0,0,0,0,119,970,0,0,239,76,40,0,0,71,0,231,0,183,65,0,77,0,49,0,0,66,49,0,0,40,0,52,167,0,0,0,0,0,0,0,0,43,0,40,49,73,0,0,0,0,50,0,40,455
ADNI_Go2_P06_A08.mzXML,0,74,0,0,49,0,121,981,0,0,351,80,51,0,0,82,0,453,0,323,73,0,90,0,54,0,0,71,61,0,0,0,0,68,217,0,0,0,0,0,0,0,0,0,0,0,67,71,0,0,0,0,82,0,50,645
ADNI_Go2_P06_A09.mzXML,0,47,0,0,0,0,109,813,0,0,225,63,0,0,0,58,0,225,0,175,59,0,71,0,42,0,0,60,46,0,0,0,0,44,155,0,0,0,0,0,0,0,0,39,0,38,41,64,0,0,0,0,40,0,0,437
ADNI_Go2_P06_A10.mzXML,37,45,0,0,0,0,112,817,0,0,265,74,39,0,0,62,0,285,0,299,57,0,71,0,41,0,0,61,58,41,0,38,0,54,175,36,0,0,0,0,0,0,0,48,0,40,52,62,0,0,0,0,47,0,34,522
ADNI_Go2_P06_A11.mzXML,0,47,0,0,0,0,101,782,0,0,238,79,0,0,0,56,0,224,0,301,53,0,50,0,40,0,0,54,42,0,0,0,0,43,160,0,0,0,0,0,0,0,0,0,0,0,42,69,0,0,0,0,37,0,0,444
ADNI_Go2_P06_A12.mzXML,0,0,0,0,0,0,111,903,0,0,269,69,0,0,0,56,0,201,0,178,48,0,64,0,37,0,0,51,40,0,0,0,0,40,192,37,0,0,0,0,0,0,0,40,0,38,40,76,0,0,0,0,43,0,0,504
ADNI_Go2_P06_B01.mzXML,0,0,0,0,0,0,111,873,0,0,166,50,0,0,0,50,0,173,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,282
ADNI_Go2_P06_B02.mzXML,0,72,0,0,0,0,129,920,0,0,298,79,0,0,0,79,0,413,0,185,71,0,79,0,54,0,0,71,51,0,0,0,0,60,174,0,0,0,0,0,0,0,0,0,0,0,58,82,0,0,0,0,75,0,0,628
ADNI_Go2_P06_B03.mzXML,0,0,0,0,0,0,104,740,0,0,226,57,33,0,0,55,0,200,0,172,48,0,52,0,37,0,0,49,45,0,0,0,0,43,167,32,0,0,0,0,0,0,0,41,0,40,42,55,0,0,0,31,37,0,0,425
ADNI_Go2_P06_B04.mzXML,0,61,0,0,40,0,114,908,0,0,220,63,0,0,0,55,0,299,0,237,54,0,40,0,0,0,0,54,41,0,0,40,0,0,164,0,0,0,0,0,0,0,0,40,0,0,42,69,0,0,0,0,46,0,0,577
ADNI_Go2_P06_B05.mzXML,0,0,0,0,0,0,87,602,0,0,215,50,0,0,0,42,0,126,0,168,30,0,42,0,28,0,0,36,31,0,0,0,0,29,148,31,0,0,0,0,0,0,0,31,0,34,33,59,0,0,0,0,0,0,0,290
ADNI_Go2_P06_B06.mzXML,0,0,0,0,0,0,106,819,0,0,217,60,0,0,0,47,0,215,0,165,40,0,37,0,0,0,0,44,0,0,0,0,0,0,171,36,0,0,0,0,0,0,0,36,0,37,0,67,0,0,0,0,0,0,0,455
ADNI_Go2_P06_B07.mzXML,43,58,0,0,0,0,124,975,0,0,313,88,45,0,0,79,0,382,0,178,78,0,92,0,57,0,0,72,54,38,39,46,0,60,186,40,0,0,0,0,0,39,0,45,0,41,59,73,0,40,0,39,77,0,51,609
ADNI_Go2_P06_B08.mzXML,0,45,0,0,0,0,104,735,0,0,244,66,0,0,0,53,0,315,0,160,51,0,57,0,0,0,0,49,39,0,0,0,0,37,171,0,0,0,0,0,0,0,0,36,0,37,36,62,0,0,0,0,45,0,0,507
ADNI_Go2_P06_B09.mzXML,0,0,0,0,0,0,112,846,0,0,264,59,0,0,0,58,0,206,0,181,56,0,64,0,37,0,0,56,42,0,0,0,0,41,195,0,0,0,0,0,0,0,0,40,0,40,40,69,0,0,0,0,37,0,0,428
ADNI_Go2_P06_B10.mzXML,0,36,0,0,0,0,87,596,0,0,237,56,0,0,0,54,0,219,0,229,41,0,49,0,35,0,0,46,30,0,0,0,0,34,166,32,0,0,0,0,0,0,0,34,0,33,35,64,0,0,0,0,35,0,0,487
ADNI_Go2_P06_B11.mzXML,45,42,0,0,0,0,106,756,25,29,268,72,42,32,27,71,25,312,0,172,62,0,62,27,50,0,25,64,46,35,33,39,0,51,179,38,30,0,0,0,0,32,27,44,27,39,45,59,0,27,31,37,49,26,35,521
ADNI_Go2_P06_B12.mzXML,0,44,0,0,0,0,110,851,0,0,276,58,0,0,0,52,0,194,0,241,0,0,0,0,0,0,0,46,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,516
ADNI_Go2_P06_C01.mzXML,0,0,0,0,0,0,94,727,0,0,155,53,0,0,0,0,0,163,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,225
ADNI_Go2_P06_C02.mzXML,0,36,0,0,0,0,103,729,0,0,192,59,32,0,0,52,0,197,0,177,46,0,53,0,35,0,0,47,43,0,0,0,0,36,146,0,0,0,0,0,0,0,0,34,0,33,38,60,0,0,0,0,37,0,0,392
ADNI_Go2_P06_C03.mzXML,0,35,0,0,0,0,102,780,0,0,192,60,0,0,0,47,0,190,0,160,44,0,54,0,0,0,0,45,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,35,0,0,375
ADNI_Go2_P06_C04.mzXML,0,0,0,0,0,0,103,828,0,0,200,64,0,0,0,49,0,189,0,159,40,0,55,0,32,0,0,43,37,0,0,31,0,31,148,0,0,0,0,0,0,0,0,34,0,35,33,63,0,0,0,0,35,0,0,333
ADNI_Go2_P06_C05.mzXML,28,30,0,0,0,0,93,641,24,0,246,69,27,28,27,57,0,300,0,162,46,0,50,24,40,0,0,48,37,27,28,32,0,39,168,36,25,0,0,0,0,0,0,35,25,35,34,59,0,27,26,25,42,0,28,452
ADNI_Go2_P06_C06.mzXML,0,0,0,0,0,0,98,764,27,0,209,70,0,0,27,56,0,192,0,168,46,0,65,0,37,0,0,46,39,0,29,31,0,37,154,36,0,0,0,0,0,0,0,31,0,34,36,61,0,30,0,0,34,0,33,315
ADNI_Go2_P06_C07.mzXML,42,42,0,0,0,0,101,804,0,33,232,80,41,27,0,68,0,435,27,171,63,0,59,0,49,26,26,59,48,27,36,38,0,47,140,28,28,0,26,0,0,30,27,36,0,34,48,54,26,28,28,36,66,0,40,437
ADNI_Go2_P06_C08.mzXML,0,35,0,0,0,0,95,612,0,0,220,57,0,0,0,49,0,207,0,163,40,0,40,0,0,0,0,44,36,0,0,0,0,35,169,0,0,0,0,0,0,0,0,34,0,37,34,61,0,0,0,0,38,0,0,464
ADNI_Go2_P06_C09.mzXML,36,47,0,0,0,0,102,742,0,0,222,66,35,0,0,62,0,252,0,169,55,0,61,0,43,0,0,59,45,30,0,35,0,47,143,0,0,0,0,0,0,0,0,36,0,37,45,63,0,37,0,31,52,0,32,479
ADNI_Go2_P06_C10.mzXML,29,32,0,0,0,0,101,802,0,28,224,71,0,29,0,61,0,232,0,165,53,0,43,0,41,0,0,51,36,28,32,33,0,45,182,39,0,0,0,0,0,0,0,37,0,36,40,61,0,0,28,0,39,0,28,467
ADNI_Go2_P06_C11.mzXML,34,43,0,0,0,0,104,788,0,29,225,79,36,0,0,64,0,345,0,169,55,0,56,0,44,0,0,57,41,0,33,38,0,39,153,30,28,0,0,0,0,0,0,33,0,32,38,64,0,0,0,33,53,0,37,448
ADNI_Go2_P06_C12.mzXML,0,48,0,0,0,0,98,693,0,0,204,65,0,0,0,52,0,226,0,171,49,0,57,0,34,0,0,50,37,0,0,0,0,33,148,0,0,0,0,0,0,0,0,0,0,0,37,64,0,0,0,0,46,0,0,453
ADNI_Go2_P06_D01.mzXML,0,0,0,0,0,0,85,662,0,0,145,49,0,0,0,38,0,149,0,175,0,0,0,0,0,0,0,33,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,170
ADNI_Go2_P06_D02.mzXML,28,0,0,0,0,0,101,727,0,0,225,56,32,28,0,52,0,193,0,173,51,0,56,0,34,0,0,47,46,0,0,29,0,40,172,30,0,0,0,0,0,0,0,37,0,36,41,53,0,0,0,31,37,0,0,428
ADNI_Go2_P06_D03.mzXML,0,32,0,0,0,0,103,803,0,0,214,69,0,0,0,54,0,292,0,165,44,0,56,0,36,0,0,47,38,0,0,36,0,31,158,29,0,0,0,0,0,0,0,34,0,35,34,62,0,0,0,0,44,0,32,394
ADNI_Go2_P06_D04.mzXML,0,48,0,0,0,0,109,809,0,0,240,74,0,0,0,61,0,299,0,233,53,0,47,0,41,0,0,55,42,0,0,36,0,43,172,35,0,0,0,0,0,0,0,36,0,37,40,71,0,0,0,0,47,0,0,518
ADNI_Go2_P06_D05.mzXML,0,0,0,0,0,0,113,800,0,0,255,62,0,0,0,52,0,210,0,164,47,0,63,0,0,0,0,59,53,0,0,0,0,50,179,0,0,0,0,0,0,0,0,0,0,0,51,65,0,45,0,0,0,0,0,465
ADNI_Go2_P06_D06.mzXML,0,90,0,0,0,0,123,929,0,0,361,82,0,0,0,81,0,403,0,329,67,0,62,0,0,0,0,72,0,0,0,0,0,54,239,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,64,0,0,692
ADNI_Go2_P06_D07.mzXML,44,68,0,0,0,0,112,822,0,0,298,86,41,0,0,75,0,404,0,296,62,0,68,0,52,0,0,68,51,0,0,0,0,54,196,0,0,0,0,0,0,0,0,43,0,0,48,71,0,0,0,0,63,0,0,591
ADNI_Go2_P06_D08.mzXML,0,0,0,0,0,0,97,727,0,0,219,63,0,0,0,48,0,175,0,173,44,0,52,0,0,0,0,45,38,0,0,0,0,36,160,0,0,0,0,0,0,0,0,0,0,0,36,68,0,0,0,0,38,0,0,483
ADNI_Go2_P06_D09.mzXML,0,83,0,0,0,0,117,853,0,0,303,100,0,0,0,76,0,533,0,308,66,0,70,0,59,0,0,73,51,0,0,0,0,51,184,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,91,0,48,586
ADNI_Go2_P06_D10.mzXML,43,43,0,0,0,0,121,898,0,0,242,86,46,0,0,82,0,385,0,179,71,0,64,0,58,0,0,70,52,0,43,46,0,58,167,35,0,0,0,0,0,39,0,45,0,41,52,63,0,0,0,42,63,0,41,463
ADNI_Go2_P06_D11.mzXML,0,73,0,0,0,0,130,1062,0,0,265,82,0,0,0,81,0,318,0,314,68,0,70,0,56,0,0,73,57,0,0,0,0,57,187,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,55,0,0,510
ADNI_Go2_P06_D12.mzXML,0,65,0,0,0,0,124,970,0,0,327,78,0,0,0,75,0,310,0,324,57,0,67,0,0,0,0,65,50,0,0,0,0,51,234,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,54,0,0,579
ADNI_Go2_P06_E01.mzXML,0,45,0,0,0,0,93,722,0,0,149,0,0,0,0,0,0,166,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,283
ADNI_Go2_P06_E02.mzXML,0,76,0,0,0,0,118,923,0,0,336,78,0,0,0,69,0,376,0,318,59,0,69,0,0,0,0,61,51,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,61,0,0,623
ADNI_Go2_P06_E03.mzXML,0,78,0,0,0,0,127,979,0,0,294,71,0,0,0,78,0,313,0,317,71,0,80,0,0,0,0,72,57,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,510
ADNI_Go2_P06_E04.mzXML,0,88,0,0,61,0,133,937,0,0,277,80,0,0,0,82,0,324,0,312,71,0,71,0,0,0,0,76,0,0,0,0,0,61,183,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,61,0,0,556
ADNI_Go2_P06_E05.mzXML,0,54,0,0,0,0,118,1027,0,0,314,77,0,0,0,70,0,273,0,315,54,0,69,0,0,0,0,59,50,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,499
ADNI_Go2_P06_E06.mzXML,43,42,0,0,0,0,110,810,0,0,224,72,40,0,0,65,0,315,0,170,61,0,69,0,48,0,0,62,48,0,32,40,0,46,146,0,0,0,0,0,0,0,0,39,0,38,42,60,0,0,0,36,46,0,38,424
ADNI_Go2_P06_E07.mzXML,32,0,0,0,0,0,100,855,0,0,190,68,0,29,0,54,0,173,0,171,50,0,60,0,42,0,0,54,43,29,0,35,0,41,133,31,0,0,0,0,0,0,30,39,0,37,39,65,0,0,29,34,33,0,36,314
ADNI_Go2_P06_E08.mzXML,35,43,0,0,0,0,99,692,0,0,265,76,33,29,0,64,0,430,0,164,55,0,61,0,44,0,0,52,40,0,33,33,0,43,168,32,0,0,0,0,0,0,0,40,0,37,42,56,0,0,0,0,71,0,42,548
ADNI_Go2_P06_E09.mzXML,0,0,0,0,0,0,107,831,0,0,267,61,0,0,0,57,0,234,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,427
ADNI_Go2_P06_E10.mzXML,0,73,0,0,48,48,109,788,0,0,271,70,0,0,0,63,0,319,0,302,60,0,67,0,0,0,0,59,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,51,0,0,512
ADNI_Go2_P06_E11.mzXML,44,59,0,0,0,0,110,888,0,34,283,75,46,32,0,67,0,411,0,178,70,0,72,0,51,0,0,66,49,34,38,44,0,52,174,33,0,0,0,0,0,34,0,43,0,37,51,63,0,0,0,36,66,33,44,613
ADNI_Go2_P06_E12.mzXML,0,0,0,0,0,0,108,790,0,0,232,60,0,0,0,51,0,206,0,169,47,0,44,0,0,0,0,48,0,0,0,0,0,38,183,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,479
ADNI_Go2_P06_F01.mzXML,0,0,0,0,0,0,95,725,0,0,126,51,0,0,0,42,0,144,0,164,37,0,35,0,32,0,0,42,37,0,0,31,0,0,100,0,0,0,0,0,0,0,0,33,0,33,30,54,0,0,0,0,0,0,0,152
ADNI_Go2_P06_F02.mzXML,0,0,0,0,0,0,128,1008,0,0,285,67,0,0,0,74,0,273,0,302,60,0,77,0,0,0,0,61,53,0,0,0,0,54,217,0,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,0,48,0,0,507
ADNI_Go2_P06_F03.mzXML,0,0,0,0,0,0,98,726,0,0,251,64,0,0,0,48,0,243,0,166,37,0,42,0,34,0,0,44,37,0,0,29,0,37,172,31,0,0,0,0,0,0,0,33,0,36,37,60,0,0,0,0,44,0,0,423
ADNI_Go2_P06_F04.mzXML,0,60,0,0,0,0,106,682,0,0,236,74,0,0,0,61,0,363,0,160,49,0,62,0,0,0,0,52,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,62,0,0,490
ADNI_Go2_P06_F05.mzXML,0,0,0,0,0,0,101,777,0,0,230,51,0,0,0,46,0,147,0,180,0,0,41,0,0,0,0,42,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,440
ADNI_Go2_P06_F06.mzXML,52,84,0,0,0,0,128,1043,0,0,318,85,56,0,0,88,0,484,0,311,80,0,84,0,56,0,0,73,59,0,0,0,0,67,211,0,0,0,0,0,0,0,0,56,0,0,59,74,0,0,0,0,78,0,53,678
ADNI_Go2_P06_F07.mzXML,0,100,54,54,62,55,118,775,0,0,268,77,0,0,0,78,0,454,0,306,69,0,64,0,0,0,0,68,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,76,0,0,607
ADNI_Go2_P06_F08.mzXML,0,68,0,0,0,0,118,927,0,0,334,72,0,0,0,67,0,282,0,320,0,0,68,0,0,0,0,59,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,579
ADNI_Go2_P06_F09.mzXML,0,84,0,0,0,0,118,892,0,0,290,92,0,0,0,85,0,479,0,307,65,0,65,0,55,0,0,70,0,0,0,0,0,54,192,0,0,0,0,0,0,0,0,0,0,0,50,78,0,0,0,0,78,0,0,587
ADNI_Go2_P06_F10.mzXML,0,0,0,0,0,0,98,774,0,0,261,62,0,0,0,55,0,192,0,172,41,0,53,0,0,0,0,46,38,0,0,0,0,37,194,0,0,0,0,0,0,0,0,0,0,35,36,67,0,0,0,0,35,0,0,441
ADNI_Go2_P06_F11.mzXML,0,47,0,0,0,0,109,863,0,0,258,66,42,0,0,66,0,336,0,166,64,0,82,0,44,0,0,59,49,0,0,0,0,53,172,0,0,0,0,0,0,0,0,42,0,0,52,62,0,0,0,0,51,0,41,526
ADNI_Go2_P06_F12.mzXML,0,0,0,0,0,0,113,900,0,0,235,63,34,0,0,61,0,194,0,176,53,0,52,0,43,0,0,56,44,32,0,34,0,46,181,35,0,0,0,0,0,0,0,43,0,40,42,65,0,0,0,35,36,0,0,442
ADNI_Go2_P06_G01.mzXML,0,0,0,0,0,0,107,813,0,0,205,59,0,0,0,0,0,255,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,293
ADNI_Go2_P06_G02.mzXML,0,104,0,59,67,59,137,1022,0,0,329,86,0,0,0,90,0,513,0,337,79,0,79,0,0,0,0,79,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,78,0,0,678
ADNI_Go2_P06_G03.mzXML,0,0,0,0,0,0,97,755,0,0,283,60,0,0,0,51,0,203,0,183,43,0,57,0,0,0,0,43,37,0,0,0,0,34,208,34,0,0,0,0,0,0,0,34,0,34,40,66,0,0,0,0,35,0,0,478
ADNI_Go2_P06_G04.mzXML,0,0,0,0,0,0,120,987,0,0,260,60,0,0,0,57,0,163,0,196,49,0,46,0,0,0,0,53,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,473
ADNI_Go2_P06_G05.mzXML,0,0,0,0,0,0,132,1098,0,0,279,68,0,0,0,64,0,211,0,192,55,0,58,0,0,0,0,59,47,0,0,0,0,48,208,0,0,0,0,0,0,0,0,0,0,0,48,79,0,0,0,0,0,0,0,497
ADNI_Go2_P06_G06.mzXML,52,68,0,0,0,0,127,1031,0,0,316,81,52,0,0,82,0,408,0,308,76,0,80,0,54,0,0,72,56,0,0,46,0,60,206,0,0,0,0,0,0,0,0,52,0,0,58,67,0,0,0,0,64,0,0,607
ADNI_Go2_P06_G07.mzXML,0,86,0,0,0,0,127,884,0,0,307,84,0,0,0,84,0,419,0,185,72,0,79,0,0,0,0,69,0,0,0,0,0,60,206,0,0,0,0,0,0,0,0,0,0,0,61,83,0,0,0,0,65,0,0,762
ADNI_Go2_P06_G08.mzXML,43,47,0,0,0,0,110,854,0,32,266,82,43,32,0,74,0,425,0,232,67,0,71,0,49,0,0,63,48,35,42,44,0,55,181,36,0,0,0,0,0,32,0,43,0,41,54,58,0,0,32,36,70,0,45,532
ADNI_Go2_P06_G09.mzXML,0,70,0,0,0,0,110,752,0,0,325,78,0,0,0,74,0,367,0,277,67,0,55,0,48,0,0,69,0,0,0,0,0,49,229,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,55,0,0,593
ADNI_Go2_P06_G10.mzXML,36,49,0,0,0,0,104,802,0,33,275,86,0,0,0,67,0,391,0,174,61,0,62,0,48,0,0,63,41,0,37,39,0,43,180,37,0,0,0,0,0,0,0,34,0,34,39,70,0,36,0,33,64,0,38,485
ADNI_Go2_P06_G11.mzXML,0,58,0,0,0,0,107,774,0,0,277,80,0,0,0,70,0,310,0,170,60,0,63,0,46,0,0,59,44,0,0,39,0,50,186,38,0,0,0,0,0,0,0,0,0,0,48,68,0,0,0,0,56,0,38,616
ADNI_Go2_P06_G12.mzXML,0,67,0,0,66,0,135,1087,0,0,288,63,0,0,0,0,0,272,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,548
ADNI_Go2_P06_H01.mzXML,0,0,0,0,0,0,124,1023,0,0,207,59,0,0,0,61,0,250,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,328
ADNI_Go2_P06_H02.mzXML,0,76,0,0,62,55,130,917,0,0,326,72,0,0,0,72,0,340,0,310,66,0,86,0,0,0,0,65,62,0,0,0,0,56,220,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,63,0,0,608
ADNI_Go2_P06_H03.mzXML,0,89,0,0,0,55,116,895,0,0,307,93,0,0,0,77,0,487,0,328,71,0,58,0,55,0,0,74,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,68,0,0,589
ADNI_Go2_P06_H04.mzXML,0,0,0,0,0,0,105,861,0,0,253,57,0,0,0,49,0,196,0,235,40,0,35,0,0,0,0,47,0,0,0,0,0,38,209,36,0,0,0,0,0,0,0,35,0,0,37,69,0,0,0,0,35,0,0,451
ADNI_Go2_P06_H05.mzXML,34,60,31,0,0,0,99,759,0,0,213,67,33,0,0,59,0,322,0,235,55,0,52,0,43,0,0,55,34,0,0,34,0,35,155,31,0,0,0,0,0,0,0,34,0,0,33,66,0,0,0,0,47,0,33,491
ADNI_Go2_P06_H06.mzXML,0,45,0,0,0,0,99,732,0,0,225,70,0,0,0,51,0,304,0,164,47,0,51,0,0,0,0,47,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,39,61,0,0,0,0,50,0,0,509
ADNI_Go2_P06_H07.mzXML,0,55,0,0,0,0,131,1088,0,0,242,60,0,0,0,57,0,215,0,206,0,0,0,0,0,0,0,56,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,460
ADNI_Go2_P06_H08.mzXML,0,0,0,0,0,0,105,731,0,0,208,63,0,0,0,52,0,207,0,168,42,0,60,0,0,0,0,47,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,45,0,0,397
ADNI_Go2_P06_H09.mzXML,35,47,0,0,0,0,99,773,0,0,281,80,0,0,0,59,0,386,0,180,53,0,57,0,42,0,0,55,41,0,35,38,0,39,199,33,0,0,0,0,0,0,0,34,0,33,41,64,0,0,0,0,54,0,34,548
ADNI_Go2_P06_H10.mzXML,0,0,0,0,0,0,107,834,0,0,154,52,0,0,0,0,0,176,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,270
ADNI_Go2_P06_H11.mzXML,0,53,0,0,0,0,109,866,0,0,216,63,0,0,0,0,0,213,0,182,0,0,54,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,448
ADNI_Go2_P06_H12.mzXML,0,50,0,0,0,0,105,822,0,0,259,66,0,0,0,55,0,289,0,178,47,0,51,0,0,0,0,49,0,0,0,37,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,42,0,0,537
Blank_Inj_P06_01.mzXML,0,0,0,0,0,0,72,358,0,0,104,41,0,0,0,34,0,129,0,148,0,0,0,0,0,0,0,29,27,0,0,0,0,0,83,0,0,0,0,0,0,0,0,23,0,26,26,43,0,0,0,0,25,0,0,86
Blank_Inj_P06_02.mzXML,0,36,0,0,37,0,84,487,0,0,104,42,0,0,0,0,0,160,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,169
Blank_Inj_P06_03.mzXML,0,37,0,0,37,0,79,421,0,0,102,36,0,0,0,0,0,163,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,172
Blank_Inj_P06_04.mzXML,0,0,0,0,0,0,70,343,0,0,95,35,0,0,0,31,0,138,0,143,0,0,0,0,0,0,0,24,24,0,0,0,0,0,82,0,0,0,0,0,0,0,0,24,0,25,0,42,0,0,0,0,25,0,0,75
Blank_Inj_P06_05.mzXML,0,0,0,0,0,0,68,354,0,0,96,38,0,0,0,30,0,125,0,137,0,0,0,0,0,0,0,26,24,0,0,0,0,0,77,0,0,0,0,0,0,0,0,24,0,25,22,42,0,0,0,0,21,0,0,56
